question,long_answer,short_answers
when does a dieback or population crash occur,N/A,['N/A']
who wrote when a man loves a woman,N/A,['N/A']
what's the difference between salisbury steak and hamburger steak,N/A,['N/A']
what are the 3 layers of the meninges,N/A,['N/A']
select statements that apply to b cell maturation,N/A,['N/A']
where does the saying brownie points come from,N/A,['N/A']
toni braxton ft babyface give you my heart,N/A,['N/A']
lauren hill there for me there for me,N/A,['N/A']
who did puss in boots grew up with,N/A,['N/A']
when was the first nuclear power plant opened,N/A,['N/A']
fundamental rights are enshrined in the constitution of india through which of the following article,N/A,['N/A']
chief b and the love letter ep 1,N/A,['N/A']
actress who played susan's mother on seinfeld,N/A,['N/A']
what do the colors and symbols on the mexican flag represent,N/A,['N/A']
where does the last name waters come from,N/A,['N/A']
marty robbins gunfighter ballads and trail songs / more gunfighter ballads songs,N/A,['N/A']
under the constitution of coahuila y tejas the governor,N/A,['N/A']
how does sweden view its role during war-time,N/A,['N/A']
what states do not allow daylight savings time,N/A,['N/A']
in new york the supreme court ranks below the court of appeals,N/A,['N/A']
where was the movie spies like us filmed,N/A,['N/A']
list of all the countries in the world wikipedia,N/A,['N/A']
when did where are you now come out,N/A,['N/A']
when did dragon ball z air in australia,N/A,['N/A']
who ends up together in the end of gossip girl,N/A,['N/A']
how does printmaking differ from other forms of art,N/A,['N/A']
mention the names of any 3 famous folklore sports in karnataka state,N/A,['N/A']
list of passport seva kendra in andhra pradesh,N/A,['N/A']
game of thrones queen of the north actress,N/A,['N/A']
which type of hematoma is a result of torn bridging meningeal veins,N/A,['N/A']
what is the meaning of the name baba,N/A,['N/A']
who sits in front of president during state of the union,N/A,['N/A']
the patient self-determination act of 1990 states that advance directives,N/A,['N/A']
critique the goal as an operations management text and as a teaching tool for the workplace,N/A,['N/A']
who sang i want to be bobbys girl,N/A,['N/A']
when did the nba add the three point line,N/A,['N/A']
where are the cones in the eye located,N/A,['N/A']
where does puerto rico's power come from,N/A,['N/A']
where did the name olive garden come from,N/A,['N/A']
when should flags be flown at half staff,N/A,['N/A']
seasonal variations over a full uranian year at a particular point on uranus would,N/A,['N/A']
what is the role of the gut flora,N/A,['N/A']
what were the some of the causes for bacon's rebellion,N/A,['N/A']
great tang dynasty record of the western regions,N/A,['N/A']
name and define the seven gifts of the holy spirit,N/A,['N/A']
who is the founder of el pollo loco,N/A,['N/A']
where does a chuck eye steak come from,N/A,['N/A']
when does the second half of vikings season 5 air,N/A,['N/A']
where is connective tissue found in the body,N/A,['N/A']
why was the great schism important in the decline of medieval europe,N/A,['N/A']
where do pineapples come from in the world,N/A,['N/A']
when does april fools day end at noon,N/A,['N/A']
where is thank you for your service based,N/A,['N/A']
new movie of ajay devgan and sonakshi sinha,N/A,['N/A']
what stage of the star life cycle is the sun in,N/A,['N/A']
who plays cesar in the show on my block,N/A,['N/A']
what nba player has scored the most 3 pointers,N/A,['N/A']
which of these is best description of passive transport,N/A,['N/A']
what was the ancient chinese umbrella used for,N/A,['N/A']
when was the statue of liberty in france built,N/A,['N/A']
how many times have the winter olympics been in the usa since 1924,N/A,['N/A']
who sings i'll sleep when i'm dead,N/A,['N/A']
what level is a city and guilds qualification,N/A,['N/A']
who sings the song hooked on a feeling,N/A,['N/A']
who won the medals in 2018 winter olympics,N/A,['N/A']
who owns the crown plaza hotel in chicago illinois,N/A,['N/A']
when does mens hockey start in the olympics,N/A,['N/A']
who was the first rock band to have a video game made featuring their music and images,N/A,['N/A']
where is the intermountain region located on a map,N/A,['N/A']
what rough beast its hour come at last slouches towards bethlehem to be born,N/A,['N/A']
what is the setting of a dolls house,N/A,['N/A']
how are the chief justice and other judges of the supreme court appointed,N/A,['N/A']
who plays the grandmother in game of thrones,N/A,['N/A']
what's the nba record for most points in a half,N/A,['N/A']
who played the king in the ten commandments,N/A,['N/A']
a game with two teams of 11 members,N/A,['N/A']
who buys the most fireworks in the world,N/A,['N/A']
who is the original singer of i write sins not tragedies,N/A,['N/A']
where is the new stadium being built in las vegas,N/A,['N/A']
what is the approximate volume of the brain,N/A,['N/A']
name of black man in to kill a mockingbird,N/A,['N/A']
name the tissue type of the inner most layer of cells,N/A,['N/A']
where is the bulk of medicaid funds spent,N/A,['N/A']
what does ss stand for on naval ships,N/A,['N/A']
the most beautiful girl in the world meaning,N/A,['N/A']
where did the santa fe trail take emigrants,N/A,['N/A']
which locks are located on the north end of the panama canal,N/A,['N/A']
where was the american flag placed in 1909,N/A,['N/A']
can you carry a pocket knife in canada,N/A,['N/A']
what is one of the main goal of the democratic party,N/A,['N/A']
where does the last name agustin come from,N/A,['N/A']
when did the first iphone come out and how much was it,N/A,['N/A']
amorphous calcium phosphate and its application in dentistry,N/A,['N/A']
who played chaka on land of the lost tv show,N/A,['N/A']
what is novichok and what does it do,N/A,['N/A']
where was it happened at the world fair filmed,N/A,['N/A']
select the name of the element that forms a 2+ ion with electron configuration,N/A,['N/A']
which level of weight bearing often comes with a set number of pounds,N/A,['N/A']
what river flows through charleston west virginia’s capital,N/A,['N/A']
where did chocolate originate the americas spain asia,N/A,['N/A']
who sings so come and dance with me jai ho,N/A,['N/A']
explanation of the poem ring out wild bells,N/A,['N/A']
who are the first class citizen of bangladesh,N/A,['N/A']
the elements in each period have the same number of,N/A,['N/A']
bible verse taking the lord's name in vain,N/A,['N/A']
when does book 6 of game of thrones release,N/A,['N/A']
who plays faith on when calls the heart,N/A,['N/A']
if you lived in china during the high middle ages you might have used,N/A,['N/A']
which of the following is caused by a member of the rickettsias,N/A,['N/A']
how do devices support multiple technologies such as wifi 3g and 4g,N/A,['N/A']
who has most followers on instagram in world,N/A,['N/A']
how old do you have to be to smoke cigarettes in new york,N/A,['N/A']
who plays chris grandy in 13 going on 30,N/A,['N/A']
why only 8 episodes in satc season 5,N/A,['N/A']
of which country is sofia the capital city,N/A,['N/A']
who played hyde in league of extraordinary gentlemen,N/A,['N/A']
ted tells robin he is moving to chicago,N/A,['N/A']
rain shadows in mountainous areas are a result of,N/A,['N/A']
who could it be believe it or not it's just me,N/A,['N/A']
what is the average salary for a us congressman,N/A,['N/A']
when does the heart develop and begin pumping blood,N/A,['N/A']
where is dancing on ice filmed this year,N/A,['N/A']
where does no game no life anime end,N/A,['N/A']
how much is a 72 oz steak at the big texan,N/A,['N/A']
who were the original voices of the flintstones,N/A,['N/A']
the maximum strength of lok sabha and rajya sabha respectively is,N/A,['N/A']
how did they come up with the name twenty one pilots,N/A,['N/A']
where does decussation occur in the spinothalamic pathway,N/A,['N/A']
who propounded the idea of basic education in india,N/A,['N/A']
where is the cast of days of our lives,N/A,['N/A']
when did the nfl start playing the national anthem,N/A,['N/A']
when did korn's follow the leader come out,N/A,['N/A']
who played sam in clarissa explains it all,N/A,['N/A']
when did new york stop using the electric chair,N/A,['N/A']
when did cat on a hot tin roof take place,N/A,['N/A']
who played tibbs on in the heat of the night,N/A,['N/A']
who was involved in the great wall of china,N/A,['N/A']
where did they film the book of eli,N/A,['N/A']
what programs and actions the eu has taken to help create this european culture,N/A,['N/A']
what does bajrang dal do on valentine's day,N/A,['N/A']
who did michael showers play on vampire diaries,N/A,['N/A']
where are the san juan mountains in new mexico,N/A,['N/A']
what's the difference between peanuts and spanish peanuts,N/A,['N/A']
all tables are to be numbered using arabic numerals,N/A,['N/A']
where does the digestion of food take place,N/A,['N/A']
was star wars a book or a movie first,N/A,['N/A']
what was the religion in the virginia colony,N/A,['N/A']
who has won entertainer of the year the most times,N/A,['N/A']
minimum required water cement ratio for a workable concrete is,N/A,['N/A']
what is the doll in the garden about,N/A,['N/A']
who got the most passing yards in the nfl,N/A,['N/A']
what is the role of the house of lords in the british constitution,N/A,['N/A']
what is the movie dazed and confused about,N/A,['N/A']
definition of a solid liquid gas and plasma,N/A,['N/A']
who is the longest serving manager in manchester united history,N/A,['N/A']
when does walking dead season 8 second half start,N/A,['N/A']
who played the joker in the dark night rises,N/A,['N/A']
where did the ancestors of the domestic goat originate,N/A,['N/A']
when does the implantation of the embryo occur,N/A,['N/A']
where is the world cup being held 2018,N/A,['N/A']
dr. narla tatarao thermal power station vijayawada andhra pradesh,N/A,['N/A']
rizal finished all the chapters of the novel noli me tangere in,N/A,['N/A']
with regard to freedom struggle of 1857 point out the correct statement,N/A,['N/A']
a christmas carol in prose being a ghost story of christmas,N/A,['N/A']
how many dominoes do you need for mexican train,N/A,['N/A']
when was the cello invented and by whom,N/A,['N/A']
what happens to will and elizabeth in pirates of the caribbean 3,N/A,['N/A']
who discovered that genes are located on chromosomes,N/A,['N/A']
who do the pacers play in the playoffs,N/A,['N/A']
who declared war on the united states four days after pearl harbor,N/A,['N/A']
don't cry out shiny toy guns meaning,N/A,['N/A']
who has the most real power in the house of representatives,N/A,['N/A']
when did red bull come to the united states,N/A,['N/A']
describe the development of new france into a productive colony,N/A,['N/A']
